"RouteDataID","CountryNum","StateNum","Route","RouteName","Latitude","Longitude","NCar","Noise","BirdCount","Time"
6319443,840,17,412,"PROSPECT VALLEY 2",39.9848652,-104.5086695,7,0,1,1
6316918,840,18,11,"DANBURY",41.3362789,-73.5313225,148,5,1,1
6317266,840,2,141,"ALABAMA PT 2",30.2816323,-87.5183917,752,7,1,1
6316754,840,2,19,"LIBERTY",33.4765537,-88.1712189,15,0,8,1
6318581,840,2,208,"TALLADEGA",33.3180161,-86.1573541,139,9,2,1
6317154,840,2,71,"WHEELER DAM",34.7961251,-87.3837235,119,5,1,1
6319409,840,2,754,"Chacaloochee Bay",30.688444,-87.969378,21,2,8,1
6318808,840,21,10,"MILTON",38.7480537,-75.2899489,145,0,100,1
6319399,840,21,105,"BLACKBIRD",39.3705837,-75.6392639,8,0,5,1
6318116,840,25,116,"CITRUS PARK",28.0402277,-82.5089729,670,0,3,1
6317059,840,25,14,"ROMEO",29.1916199,-82.394802,61,0,2,1
6318677,840,25,178,"REDLANDS",25.618989,-80.4147339,179,0,20,1
6317054,840,25,19,"HILLIARD",30.7202649,-81.9062085,89,3,1,1
6316900,840,25,2,"FT WALTN BCH",30.3755433,-86.2758321,2763,3,65,1
6317044,840,25,25,"SCOTTSMOOR",28.7481187,-80.8712309,126,0,26,1
6317659,840,25,4,"BLOUNTSTOWN",30.5288404,-85.1334541,373,33,1,1
6317074,840,25,63,"FT MCCOY",29.5359317,-81.8774959,143,0,1,1
6319151,840,25,912,"HOLEY LAND",26.3353906,-80.5399018,2,2,1,1
6317736,840,25,915,"MERRITT ISL",28.7856862,-80.8008275,0,0,68,1
6318666,840,25,916,"RIDGE HARBOR",26.9950167,-81.9587398,142,1,2,1
6319356,840,25,918,"WILDERNES PK",28.5692767,-80.9969329,104,5,5,1
6317693,840,25,921,"ST VINCENT I",29.6796829,-85.215292,1,49,13,1
6319518,840,27,112,"VIDALIA",32.1084995,-82.3713072,298,1,1,1
6318562,840,27,44,"STOCKBRIDGE",33.6307147,-84.2188269,0,4,1,1
6317332,840,35,12,"MONTICELLO",40.7078507,-86.8139639,35,1,1,1
6317875,840,35,306,"FRANKFORT",40.1985767,-86.4502189,7,1,1,1
6319262,840,36,14,"WASHINGTON",41.7176327,-94.0861889,50,8,6,1
6318002,840,36,28,"SIOUX CITY",42.4902437,-96.3743819,96,6,23,1
6318283,840,36,29,"FESTINA",43.095187,-91.875498,10,1,1,1
6317563,840,38,15,"BARCLAY",38.5354618,-95.8576087,28,2,1,1
6318014,840,38,19,"BUCKEYE",39.0607981,-97.1112208,14,7,17,1
6316873,840,38,2,"GALESBURG",37.5148587,-95.3249979,1,0,3,1
6318618,840,38,316,"Leoti",38.1914654,-101.3590971,1,0,8,1
6317076,840,38,38,"RULETON",39.1767667,-101.9689869,34,0,1,1
6317643,840,39,1,"CUMBERLND GP",36.6082857,-83.7017979,149,27,1,1
6316826,840,39,2,"LOVELACEVILE",36.9068375,-88.8622638,21,0,1,1
6318268,840,42,102,"GRAND ISLE",29.2604957,-89.9634259,530,2,3,1
6318914,840,42,106,"LTL CHENIER",29.7706489,-93.0158239,12,0,51,1
6318848,840,42,221,"NATCHEZ",31.4823534,-93.1474655,0,7,23,1
6344031,840,42,31,"ESTHER",29.8458497,-92.2329247,78,0,1,1
6318771,840,42,905,"ATCHAFALAYA",30.3686157,-91.6352162,14,1,2,1
6318772,840,42,906,"BATON ROUGE",30.4157544,-91.1801812,365,14,1,1
6317773,840,44,37,"CAMBRIDGE",45.0210757,-69.4418239,138,2,2,1
6319248,840,46,47,"COKESBURY",38.1651924,-75.5797027,24,0,1,1
6317927,840,50,37,"COHASSET",47.34027,-93.63994,13,0,3,1
6318460,840,50,65,"GLENWOOD",45.5994247,-95.2156759,17,0,1,1
6317337,840,51,20,"CYBUR",30.7939126,-89.7137542,15,0,1,1
6318150,840,51,25,"ABERDEEN",33.8691757,-88.6571809,54,4,1,1
6317738,840,51,905,"TALLAHATCHIE",33.9855857,-90.1939619,0,3,1,1
6318756,840,52,126,"FRANKFORD",39.5296983,-91.2159803,12,0,1,1
6317009,840,52,21,"CENTERTOWN",38.5860411,-92.434843,56,0,1,1
6316927,840,54,1,"JULIAN",40.5520447,-95.7947529,33,1,1,1
6317452,840,54,15,"RICHLAND",41.4820177,-97.1945039,97,0,1,1
6318987,840,54,20,"PAXTON",41.1634457,-101.2702409,14,0,3,1
6317245,840,54,27,"SWAN LAKE",42.021567,-99.4624293,16,0,1,1
6317743,840,54,31,"KENNEDY",42.6521647,-100.5366606,9,0,4,1
6353453,840,55,22,"DOBBIN CREEK",38.8779597,-116.4033739,0,0,1,1
6316799,840,55,29,"BEATTY",36.9072027,-116.7617883,3,0,6,1
6317712,840,55,31,"VAL OF FIRE",36.5012519,-114.7610923,18,1,2,1
6317748,840,55,32,"JEAN LAKE",35.7204427,-115.2094039,46,8,1,1
6316741,840,55,33,"NELSON",35.7087118,-114.7110604,24,1,9,1
6317902,840,55,905,"AUSTIN",39.2077202,-117.0926751,2,18,1,1
6317280,840,55,906,"ASH MEADOWS",36.4907307,-116.3432079,12,1,19,1
6318376,840,58,15,"LEMPSTER",43.5045711,-72.1318885,0,0,1,1
6318091,840,59,2,"GREENWICH",39.3852634,-75.3494715,257,1,1,1
6319526,840,59,20,"BLOOMSBURY",40.6572687,-75.0997599,97,0,1,1
6318056,840,59,3,"SIX POINTS",39.5314149,-75.1074594,185,2,501,1
6341246,840,6,107,"PEACH SPRING",35.5541565,-113.3760172,118,0,7,1
6318344,840,6,126,"Ajo 2",32.4655,-112.86988,169,2,18,1
6319569,840,6,18,"QUARTZSITE",33.6562037,-114.2169649,29,2,1,1
6316991,840,6,24,"LAGUNA",32.8332815,-114.3988546,80,12,40,1
6316777,840,6,31,"PEÑA BLANCA",31.387449,-111.064564,0,1,12,1
6317950,840,6,68,"CIBOLA LAKE",33.2314477,-114.668276,6,0,19,1
6316742,840,6,70,"PALO VERDE",33.3339864,-112.677217,4,0,291,1
6318258,840,6,71,"BARTLETT RES",33.8177037,-111.6398389,32,0,32,1
6318305,840,6,78,"REDINGTON",32.5434377,-110.5053099,2,0,2,1
6318861,840,60,201,"LA PLATA",36.8338846,-108.010155,14,0,1,1
6317783,840,60,27,"JORNADA",32.3802337,-106.7294539,112,3,1,1
6319217,840,60,58,"MT. TAYLOR",35.4463117,-107.4433369,1,0,1,1
6317440,840,61,207,"PURDY",41.3311577,-73.6805499,66,0,1,1
6318707,840,61,53,"HAMBURG",42.6805707,-78.8216099,127,1,1,1
6342786,840,61,77,"NUMBER FOUR",43.7262817,-75.1690839,46,0,3,1
6319436,840,63,106,"ROWLAND",34.4715967,-79.2005609,163,8,60,1
6318414,840,63,208,"MATTAMUSKEET",35.4900673,-76.543981,68,1,1,1
6317512,840,63,212,"COKESBURY",35.5245603,-78.9085878,44,0,2,1
6319429,840,64,12,"BUCHANAN",47.0807973,-99.0545676,6,0,18,1
6317834,840,64,16,"WEBSTER",48.2818817,-98.7246389,1,0,7,1
6318533,840,64,19,"REGAN",47.2727187,-100.5587399,4,3,2,1
6319475,840,64,4,"EDGELEY",46.3406907,-98.6828159,5,0,2,1
6319619,840,64,42,"SHEYENNE LK",47.6462687,-100.0542839,0,0,8,1
6317879,840,64,6,"DANZIG",46.1428537,-99.4821999,7,6,6,1
6317646,840,64,9,"COOPERSTOWN",47.4859247,-98.2439809,30,1,3,1
6318741,840,66,82,"POMEROY",39.2701767,-81.8827139,0,1,1,1
6319137,840,67,22,"PEORIA",36.9292257,-94.6982489,35,0,3,1
6319226,840,67,27,"DOUGLAS",36.2318987,-97.6037139,0,8,2,1
6318612,840,69,28,"MODOC POINT",42.373981,-121.8048799,105,0,1,1
6319375,840,69,33,"ADAIR",44.7201827,-123.2611839,127,2,2,1
6343043,840,69,8,"IMNAHA",45.72192,-116.7795945,0,18,4,1
6317339,840,7,117,"WILSON",35.5182227,-90.2867129,37,0,1,1
6319738,840,7,21,"STARK",35.5702167,-92.1956399,58,1,1,1
6317822,840,7,33,"Ravenden Springs",36.313763,-91.22905,52,5,2,1
6316967,840,7,42,"England",34.559183,-92.001796,59,1,10,1
6318853,840,7,45,"Lockesburg",33.782848,-94.006856,14,2,3,1
6316823,840,72,174,"MOUNT JOY",40.1439152,-76.464419,37,1,1,1
6316878,840,72,178,"Brunnerville 2",40.18613,-76.283221,102,0,1,1
6317399,840,72,39,"HONESDALE",41.549667,-75.2677314,33,1,1,1
6317682,840,81,12,"ROSWELL",44.0157709,-97.6708995,6,0,4,1
6317942,840,81,121,"TURTON",45.1555417,-98.2072839,31,3,4,1
6318241,840,81,19,"BRITTON",45.7331549,-97.7103493,0,1,1,1
6318431,840,81,34,"GORMAN",44.9702507,-100.1241026,0,0,11,1
6319207,840,81,36,"REVA",45.545678,-103.0327882,15,0,1,1
6318484,840,81,8,"ROSEBUD",43.2008645,-100.8980976,49,6,1,1
6318975,840,82,16,"WRIGLEY",35.8791357,-87.3276749,61,1,1,1
6316845,840,82,2,"PAWPAW",36.3065622,-89.3646928,15,3,1,1
6318193,840,83,106,"FLOYDADA",34.0502491,-101.3253641,2,0,6,1
6317066,840,83,13,"INDIANOLA",28.5227307,-96.5045939,2,12,5,1
6316756,840,83,16,"GEORGE WEST",28.2807187,-98.3175579,287,1,9,1
6317080,840,83,17,"CAMPBELLTON",28.6737143,-98.38854,34,2,1,1
6316745,840,83,204,"GUERRA",26.780834,-99.1225297,41,1,4,1
6318068,840,83,21,"STOWELL",29.7343527,-94.4007057,95,5,1,1
6319775,840,83,25,"ROCK ISLAND",29.513077,-96.550258,51,0,11,1
6318614,840,83,301,"PROGRESO",26.1561647,-97.9422829,146,1,1,1
6318540,840,83,303,"SEJITA",27.2961057,-98.5051649,25,0,8,1
6343433,840,83,306,"OYSTER LAKE",28.6112037,-96.2152819,7,0,13,1
6317534,840,83,307,"BAYSIDE",27.9864697,-97.2305209,235,0,1,1
6317683,840,83,313,"MOUNT ZION",29.7269807,-96.0804439,10,3,27,1
6316907,840,83,319,"CASTOLON",29.1679858,-103.6103013,32,1,1,1
6317138,840,83,320,"PRESIDIO",29.5704974,-104.3750526,22,1,3,1
6316810,840,83,329,"FT. STOCKTON",30.5964387,-102.6068259,121,17,1,1
6316748,840,83,330,"COYANDA DRAW",30.6112157,-103.3672874,4,0,4,1
6316751,840,83,331,"TOYAHVALE",30.8111277,-103.9442869,60,0,10,1
6319385,840,83,340,"WALL",31.3901587,-100.2958909,5,0,1,1
6316749,840,83,343,"MENTONE",31.7050087,-103.5995099,50,2,69,1
6316750,840,83,344,"SALT FLAT",31.7554957,-104.9764329,66,5,1,1
6316849,840,83,345,"SIERRA BLANC",31.2076027,-105.3339159,2,0,1,1
6317798,840,83,346,"CANUTILLO",31.846782,-106.6131975,1169,1,6,1
6316831,840,83,359,"GREENVILLE",33.1368767,-96.1615219,61,10,1,1
6317299,840,83,363,"GIRARD",33.3563297,-100.6989509,10,2,4,1
6318194,840,83,364,"DOUGHERTY",33.9192767,-101.0640709,4,0,6,1
6317193,840,83,402,"Loyola Beach 2",27.3477527,-97.695112,0,0,7,1
6316747,840,83,410,"CAVASARA CR.",27.0420753,-99.4368652,31,0,4,1
6317081,840,83,44,"DIBOLL",31.2015816,-94.8143346,110,13,1,1
6318986,840,83,48,"KOSSE",31.3143036,-96.6110675,0,0,1,1
6317032,840,83,51,"PIDCOKE",31.1829158,-97.9068817,55,5,12,1
6317170,840,83,510,"KERMIT 2",31.696603,-103.18383,20,0,2,1
6318535,840,83,55,"WINCHELL",31.5020577,-99.1642919,10,0,95,1
6316813,840,83,70,"MILLER GROVE",33.0520824,-95.8107075,101,7,46,1
6316885,840,83,82,"HOT SPRINGS",29.1904253,-103.0065204,33,0,3,1
6316820,840,83,83,"BLACK GAP",29.4492397,-102.8239829,3,0,10,1
6316886,840,83,900,"CHISOS BASIN",29.2682987,-103.3030169,31,0,60,1
6319089,840,83,901,"L. ATASCOSA NWR",26.2449087,-97.3490589,0,0,11,1
6317055,840,83,903,"McFaddin",28.5408937,-96.9822745,7,1,81,1
6317119,840,85,104,"GOLD HILL",40.0358487,-113.9835809,0,0,2,1
6317113,840,85,11,"GOSHEN",39.9004437,-111.9543769,0,0,137,1
6318306,840,85,203,"HARDWARE RANCH",41.6247767,-111.7942819,11,18,1,1
6317236,840,85,316,"BICKNELL",38.3096747,-111.5181729,3,8,4,1
6319513,840,85,320,"ALTON",37.3250947,-112.4560459,1,0,6,1
6319204,840,85,901,"NEPONSET RES",41.2755777,-111.2019889,0,1,2,1
6319219,840,85,903,"SALERATUS CR",41.2613107,-111.1787939,0,2,2,1
6317769,840,87,6,"GAYSVILLE",43.7503293,-72.7210716,113,8,1,1
6317962,840,88,17,"FINCASTLE",37.4881381,-79.873929,129,6,1,1
6317784,840,88,25,"MANNBORO",37.2478937,-77.8286969,70,9,1,1
6317296,840,88,26,"HALL",37.9811797,-77.8218239,222,4,2,1
6318669,840,88,4,"CHURCHVILLE",38.1909534,-79.1647743,24,17,1,1
6317179,840,88,916,"CHINCOTEAG W",37.9864539,-75.4288763,53,3,1,1
6318841,840,89,19,"RIMROCK",46.6387037,-121.3902819,32,0,2,1
6317806,840,89,2,"PORT ANGELES",48.1127527,-123.3860549,139,2,2,1
6343717,840,89,242,"MENDOTA 3",46.726114,-122.86911,114,7,1,1
6319006,840,89,9,"TAHOLAH",47.3475467,-124.2942279,114,0,5,1
6317760,840,90,43,"SMITHFIELD",39.5044097,-80.5872959,70,1,4,1
6343750,840,90,53,"RUTHBELLE",39.7005717,-79.7308869,60,7,1,1
6343775,840,91,17,"GILMAN",45.1410957,-90.7920749,12,0,2,1
6318054,840,92,148,"SEELY 2",44.9683375,-104.3682667,21,1,1,1
6340610,124,11,244,"HORSEFLY",52.47331,-121.38518,15,0,1,2
6340533,124,4,212,"SPONDIN",51.76553,-111.51697,0,0,1,2
6340662,124,45,103,"ST F XAVIER",49.97542,-97.5052,19,4,2,2
6340645,124,45,2,"DUFRESNE",49.72673,-96.72108,45,0,1,2
6340680,124,45,216,"WESTBOURNE",50.12885,-98.58808,4,0,1,2
6340681,124,45,218,"BIRNIE",50.58765,-99.44659,4,0,1,2
6340646,124,45,3,"SPERLING",49.51762,-97.68673,94,0,1,2
6340648,124,45,7,"MATHER",49.04413,-99.21111,0,1,16,2
6340735,124,57,39,"ORMA ROAD",53.5353,-63.9294,0,0,1,2
6340764,124,65,117,"SHUBENACADIE",45.29564,-63.44884,58,0,3,2
6340765,124,68,2,"PORT DOVER",42.67885,-80.37183,74,1,1,2
6340785,124,68,28,"GORDON BAY",45.21508,-79.79383,21,2,4,2
6340822,124,68,92,"BERENS LAKE",51.67225,-93.73515,4,0,3,2
6340951,124,76,132,"LAFORCE",47.63854,-78.85035,7,1,1,2
6344090,124,76,165,"CAP D'ESPOIR",48.41961,-64.31785,9,4,2,2
6340920,124,76,23,"STE MARGUERITE",46.51041,-70.93779,74,2,1,2
6340909,124,76,5,"VERCHÈRES",45.72505,-73.40518,36,0,1,2
6340933,124,76,70,"ILES DE LA MADELEINE",47.39233,-61.90239,118,0,1,2
6340913,124,76,9,"EAST FARNHAM",45.24805,-72.86899,26,0,4,2
6341013,124,79,222,"JANSEN",51.99818,-104.84993,12,0,1,2
6340989,124,79,225,"Donovan",51.6997,-107.13764,47,0,13,2
6341347,840,14,127,"SANGER",36.6992615,-119.5118359,29,0,627,2
6341350,840,14,140,"CARRIZO PLN",35.0931687,-119.7298739,4,0,18,2
6341354,840,14,155,"WESTLEY",37.5141365,-121.1597352,271,0,39,2
6341357,840,14,159,"OROVILLE",39.4978958,-121.6093062,75,2,2,2
6341363,840,14,166,"DORRIS",41.9998861,-121.8916067,77,0,42,2
6341365,840,14,168,"MACDOEL",41.8224004,-122.0111142,4,0,5,2
6341374,840,14,179,"YOLLA BOLLY",40.0279597,-122.6387259,39,0,25,2
6341381,840,14,189,"COYOTE",37.2521703,-121.6774341,122,0,3,2
6341384,840,14,192,"DEEP SPRINGS",37.4158007,-118.0043109,0,0,1,2
6341385,840,14,193,"BODEGA BAY",38.3407717,-123.0480649,76,1,3,2
6341317,840,14,21,"HUGHSON",37.5947824,-120.860951,145,0,1,2
6341396,840,14,226,"ANZA 2",33.5014318,-116.7979649,259,0,1,2
6341398,840,14,319,"PESCADERO",37.1650627,-122.2276839,30,0,1,2
6341320,840,14,37,"VALLEY WELLS",35.473722,-115.7029053,3,0,5,2
6341322,840,14,49,"PALO VERDE",33.4048617,-114.7292329,79,0,161,2
6341323,840,14,51,"ANZA BORREGO",32.903954,-116.23272,13,0,42,2
6341328,840,14,64,"TECOPA",35.8040435,-116.1930811,11,0,2,2
6341332,840,14,80,"ORLAND",39.7633427,-122.2390059,50,0,7,2
6341335,840,14,83,"FAIRFAX",37.9851247,-122.5909499,110,4,91,2
6341336,840,14,89,"NILAND",33.2200507,-115.4847789,16,2,92,2
6341426,840,14,900,"IRON GATE",41.9024247,-122.5631179,16,0,1,2
6341428,840,14,907,"CHOLLA GARD.",33.9250177,-115.9269019,61,4,3,2
6341339,840,14,97,"ONO",40.5164906,-122.3819302,26,0,1,2
6341475,840,17,153,"RIO GRNDS RS",37.7792747,-107.0036239,39,3,1,2
6341466,840,17,49,"EDISON",38.6945177,-104.0715939,8,1,2,2
6341549,840,17,903,"MESAVERDE NP",37.2704067,-108.4824304,0,6,1,2
6341566,840,18,116,"GRANBY",41.8805267,-72.9557559,29,1,1,2
6341552,840,18,4,"UNCASVILLE",41.417728,-72.1530946,50,4,1,2
6341115,840,2,141,"ALABAMA PT 2",30.2816323,-87.5183917,390,1,5,2
6341084,840,2,49,"WEDGEWORTH",32.8055085,-87.7643955,48,0,15,2
6341092,840,2,59,"CARROLLTON",33.2811827,-88.0092154,19,2,7,2
6341136,840,2,753,"GAINESTOWN FERRY",31.3769106,-87.723299,0,21,11,2
6341644,840,25,178,"REDLANDS",25.618989,-80.4147339,172,0,11,2
6341588,840,25,19,"HILLIARD",30.7202649,-81.9062085,68,2,1,2
6341575,840,25,2,"FT WALTN BCH",30.3755433,-86.2758321,2969,5,1,2
6341594,840,25,25,"SCOTTSMOOR",28.7481187,-80.8712309,100,2,7,2
6341578,840,25,5,"BROAD BRANCH",30.3372497,-85.2869789,133,24,18,2
6341607,840,25,60,"CALLAHAN",30.5196049,-81.9519897,83,0,3,2
6341608,840,25,61,"PINETTA",30.5193097,-83.2158819,124,1,2,2
6341615,840,25,68,"WINTER GARDN",28.6901383,-81.5469756,1032,3,1,2
6341620,840,25,77,"DAVIE",26.0856265,-80.2292965,1538,13,8,2
6341621,840,25,79,"HOMESTEAD",25.4912637,-80.5425082,93,15,24,2
6341657,840,25,910,"WEBB",26.8177916,-81.9247336,0,0,2,2
6341659,840,25,915,"MERRITT ISL",28.7856862,-80.8008275,61,13,3,2
6341662,840,25,918,"WILDERNES PK",28.5692767,-80.9969329,83,7,1,2
6341665,840,25,921,"ST VINCENT I",29.6796829,-85.215292,3,3,14,2
6341711,840,27,301,"WOODBINE",30.928942,-81.671898,74,3,6,2
6341716,840,27,308,"UNION",32.4826257,-82.0547405,32,1,1,2
6341693,840,27,38,"TAZEWELL",32.3152912,-84.5636584,59,0,1,2
6341147,840,3,11,"MACLAREN",63.0531897,-146.0607299,1,7,1,2
6341190,840,3,401,"BURMA ROAD",61.4001417,-149.842437,87,6,1,2
6341757,840,33,119,"SAWTOOTH CTY",43.9110934,-114.8761118,9,0,1,2
6341774,840,33,219,"PICABO",43.4007821,-114.252264,15,0,4,2
6341776,840,33,221,"MUD LAKE",43.8124267,-112.3960119,15,12,1,2
6341809,840,34,22,"TERRE HAUTE",40.6514497,-90.9814019,0,0,1,2
6341811,840,34,25,"BARTONVILLE",40.6004653,-89.6657014,50,0,1,2
6341812,840,34,27,"DEER CREEK",40.6045464,-89.3175167,22,0,1,2
6341889,840,35,10,"FOWLER",40.6790779,-87.3633993,45,0,1,2
6341910,840,35,108,"PACKERTOWN 2",41.1013504,-85.8354611,0,2,1,2
6344067,840,35,24,"FRIENDSWOOD",39.6400767,-86.2882699,79,20,2,2
6341936,840,36,14,"WASHINGTON",41.7176327,-94.0861889,73,9,162,2
6341942,840,36,28,"SIOUX CITY",42.4902437,-96.3743819,100,9,15,2
6341958,840,38,12,"LAKIN",37.9589257,-101.4316489,43,4,1,2
6341989,840,38,305,"Hopewell",37.8545464,-98.8762205,26,5,1,2
6341998,840,38,317,"Severance",39.7839097,-95.2272709,18,0,1,2
6342086,840,42,101,"BELAIR",29.6924898,-89.9669461,535,19,2,2
6342088,840,42,102,"GRAND ISLE",29.2604957,-89.9634259,583,3,3,2
6342109,840,42,140,"IVAN",32.7507357,-93.5489809,25,0,1,2
6342048,840,42,15,"HACKBERRY",30.0082047,-93.3426979,0,16,3,2
6342110,840,42,206,"LTL Chenier 2",29.7708689,-93.015843,6,3,18,2
6342113,840,42,207,"Sabine NWR 2",29.8912193,-93.401584,25,0,5,2
6342053,840,42,27,"LONGSTREET",32.0735964,-93.9744951,0,26,28,2
6342124,840,42,311,"FORKED ISLAND",29.5532551,-92.3067829,79,0,2,2
6342063,840,42,34,"MAURICE",30.0808747,-92.4508969,23,6,1,2
6342129,840,42,411,"Forked Island 2",29.55323,-92.30674,69,3,4,2
6342263,840,46,151,"MADONNA",39.63115,-76.52063,27,3,2,2
6342216,840,46,36,"MELITOTA",39.2640947,-76.1481269,39,0,1,2
6342234,840,46,47,"COKESBURY",38.1651924,-75.5797027,16,4,1,2
6342275,840,47,102,"GAY HEAD",41.3440727,-70.7828989,95,0,2,2
6342323,840,49,59,"CATHRO",45.1623677,-83.4954069,51,5,5,2
6342324,840,49,60,"BEAVER LAKE",44.9223577,-83.7543039,107,21,1,2
6342381,840,50,41,"OKLEE",47.7638545,-95.8371369,22,6,6,2
6342401,840,50,65,"GLENWOOD",45.5994247,-95.2156759,15,0,2,2
6342402,840,50,66,"CHOKIO NORTH",45.6583777,-96.1336199,5,0,2,2
6342463,840,51,229,"LATIMER",30.4987757,-88.7992689,123,11,1,2
6342437,840,51,23,"MACON",33.1507326,-88.6241136,18,4,1,2
6342438,840,51,25,"ABERDEEN",33.8691757,-88.6571809,35,6,60,2
6342519,840,52,131,"CAMERON",39.7131417,-94.0662299,20,6,1,2
6342545,840,53,138,"WILLOW CREEK 2",45.9146442,-111.763656,6,6,3,2
6342548,840,53,41,"LAUREL",45.5642095,-108.7802397,0,0,1,2
6342589,840,54,34,"GORDON",42.7324127,-102.2045289,11,1,1,2
6342621,840,55,114,"FALLON",39.4020097,-118.7255249,0,0,101,2
6342614,840,55,29,"BEATTY",36.9072027,-116.7617883,1,0,2,2
6342615,840,55,31,"VAL OF FIRE",36.5012519,-114.7610923,11,1,1,2
6342617,840,55,33,"NELSON",35.7087118,-114.7110604,24,1,5,2
6342652,840,59,3,"SIX POINTS",39.5314149,-75.1074594,187,2,4,2
6341251,840,6,116,"CLAY SPRING",34.6116178,-110.3781682,34,0,1,2
6341219,840,6,12,"OATMAN",34.9859877,-114.4831159,21,1,22,2
6341252,840,6,121,"CASA GRANDE",33.0385437,-111.3789069,20,0,21,2
6341255,840,6,126,"Ajo 2",32.4655,-112.86988,200,9,24,2
6341256,840,6,127,"CACTUS FOREST",32.9583127,-111.3334729,64,2,7,2
